user_id,item_id
0,1590 3463 331 3528 1668 2256 237 3705 1248 1044
1,106 1491 2484 3529 3656 772 563 2340 3311 1686
2,2185 3358 2639 452 1560 2354 2222 771 293 983
3,2186 2342 1617 3318 1191 457 3036 488 2397 1045
4,37 3677 707 1809 1505 2222 1858 2076 188 1337
5,1533 2820 598 2297 2309 1193 1102 1023 1315 2281
6,1678 2528 863 2308 1023 166 467 3367 3438 3205
7,1746 2630 3051 2745 3441 3238 2210 2175 3415 2250
8,1678 2397 3701 1137 1858 84 2376 175 833 2339
9,2054 2602 320 3101 2784 779 3327 2345 2306 124
10,1505 2122 1590 37 1916 2606 3656 1858 2840 2885
11,283 16 2054 2862 3367 2620 2308 3597 166 1916
12,2036 892 2534 2210 2261 1960 1045 1140 1753 3141
13,2626 1615 3692 16 3215 401 136 1271 1379 2602
14,3119 43 1984 2639 2342 1470 2382 3677 2132 2622
15,246 1422 989 1887 2140 2492 650 2382 2342 109
16,872 2054 817 3677 1814 1678 2215 1193 1227 138
17,2528 3448 785 3153 1099 1590 3066 3367 293 2626
18,1505 1216 3000 640 2541 1300 1044 1603 3262 1590
19,3409 138 2732 523 1797 931 1924 512 2265 1887
20,1227 2370 863 3677 3448 1887 508 2122 2376 3402
21,1615 1166 791 1699 2038 3059 1316 3544 1401 126
22,3059 2636 183 790 527 3530 1811 320 1968 1108
23,2673 1912 3105 1001 922 1782 1341 3059 3335 12
24,2387 1475 2557 2653 124 2534 584 1638 3013 3151
25,1296 2474 677 2121 2370 2828 2389 293 3638 613
26,3153 3272 2564 880 124 476 2086 463 3353 3448
27,333 124 3172 3441 863 3153 2706 487 428 3367
28,2297 36 2331 1960 2980 1030 2603 2745 3441 93
29,93 573 2291 36 2230 2384 3364 3551 382 190
30,1096 1614 237 611 2112 1172 760 3371 3382 1386
31,2653 3298 1840 3350 2397 3335 3327 2617 1505 857
32,1545 452 1086 3002 312 3367 1868 2732 3382 2389
33,1809 640 2222 3046 1365 3463 1746 2688 2175 398
34,3692 1614 2745 2789 3382 3474 2224 1341 1102 1001
35,1543 2603 3692 3013 3409 2297 2862 2256 166 3151
36,3119 3256 3365 3529 482 2622 3133 3205 527 43
37,1808 2515 2063 2528 1049 2773 3036 3113 1916 534
38,2190 1681 743 121 3528 983 2259 2757 672 1490
39,1052 3157 2376 2132 3119 482 989 1762 427 2916
40,152 204 1668 1700 1240 1505 1337 472 2281 1070
41,2653 1583 2488 3311 771 2967 1916 320 2337 1568
42,106 734 1501 189 2410 2397 3031 1518 109 1781
43,584 3053 2331 2789 2501 3215 3473 283 2630 796
44,208 3409 3238 2338 2397 3411 1545 1700 2054 1287
45,2603 1583 1078 2688 2633 1855 1831 132 2297 169
46,2817 2222 168 625 2603 3194 170 1555 708 2636
47,598 3534 1510 785 147 3247 2215 2493 502 2830
48,3269 3141 3023 124 1592 3652 1011 3436 1924 382
49,1272 2363 1868 810 2653 174 3035 1037 1545 3656
50,1855 2510 1583 1546 2626 1711 2603 16 2501 1007
51,3256 2068 3133 43 2376 3119 2402 2382 3677 2132
52,2210 3298 2331 2409 2328 1510 3338 1278 621 3489
53,1505 2222 3372 1487 1543 2510 2817 81 1220 798
54,2847 2397 863 1191 3441 246 1809 3482 3390 2076
55,467 2068 2210 1032 640 3153 799 1422 2194 1337
56,2297 2947 2910 3424 2830 2898 2931 318 1916 1868
57,2688 3180 2835 3272 774 1946 813 3652 3551 2877
58,3418 152 2789 1711 3473 2336 1614 3212 2230 2119
59,931 1808 135 1946 3535 3367 741 2528 1765 3653
60,741 2474 3409 971 1505 6 2384 2365 1511 763
61,649 3049 502 1753 2757 119 1081 3203 1108 16
62,1401 1912 1937 2732 1638 3332 12 3105 2230 1493
63,2732 1086 640 2784 232 2653 2314 1044 1573 1848
64,3224 1935 589 3614 3443 1968 264 1659 232 332
65,1795 734 1287 119 1746 2366 983 3031 3685 1018
66,186 2145 1371 1052 3660 1762 382 3021 96 2068
67,1590 1511 1178 3023 1848 1746 3000 1001 1736 246
68,1936 1216 402 160 1300 1375 1868 232 488 2519
69,3294 2817 2785 719 2271 1137 1916 3067 3349 3105
70,3238 2236 2128 1788 212 1916 2250 1018 1913 132
71,2933 2148 2005 613 3227 1630 3153 320 1240 2534
72,2376 2688 2119 3465 2917 3298 2572 1932 1023 2117
73,2928 1658 922 2470 12 3131 1782 3213 1328 90
74,1592 1300 452 1375 1216 401 12 2798 494 2580
75,293 208 1211 1490 1365 1099 1788 3022 1108 2768
76,3013 2338 2529 1912 2063 3021 625 186 802 1323
77,2314 2281 650 3358 2515 3238 1248 2617 3473 208
78,1746 989 452 3116 2625 3613 3225 453 1887 691
79,2602 2221 1030 762 353 2117 168 1044 96 2181
80,1356 3646 1775 2366 1354 1590 3005 2148 3247 3253
81,1757 719 657 3085 1758 583 1603 3483 1678 2602
82,2622 2572 3119 2185 1887 1868 2256 1801 482 3521
83,1205 1583 3269 2928 1211 1296 2960 2140 3019 1030
84,2817 3053 2468 1172 16 2664 3180 1248 2812 312
85,124 37 166 305 1688 3327 472 1800 2606 1227
86,1001 12 1658 1057 1178 3142 2112 2768 1083 474
87,204 3557 2335 59 2119 1315 2587 760 3367 2646
88,796 1354 1781 132 3269 3600 406 160 2493 467
89,989 1725 1573 3311 1289 3701 2132 2336 3298 204
90,2068 1670 3415 2409 36 2311 1687 979 528 1371
91,3180 2387 883 153 1956 1146 523 1968 2248 1382
