user_id,item_id
0,3696 3298 1510 1100 2256 1070 760 1001 331 3528
1,2908 1516 1801 1699 563 2960 2175 1491 1210 535
2,1831 2342 2338 293 2222 563 543 1546 2186 1044
3,2342 3327 2768 3002 2397 3036 1617 3528 1527 1861
4,1505 1490 1337 3528 3046 2222 3677 1315 2132 818
5,1315 530 2297 3677 2122 584 2128 1830 3438 2067
6,2528 2281 2308 3597 182 3438 3367 1023 1655 1996
7,476 2210 1746 584 2646 2222 2175 1850 3441 818
8,3701 833 0 1100 1848 3331 1137 1914 3205 1996
9,2297 1560 320 2784 1968 1811 2128 487 2602 3482
10,2402 1316 3424 1858 1505 2732 69 1583 3272 2086
11,771 2474 2862 3367 2342 1956 1858 2054 2366 3048
12,2327 2800 1797 2534 1641 732 971 892 190 1045
13,2210 640 502 2646 2626 3048 2250 1615 1172 3692
14,2402 3677 2342 3367 2132 2354 2428 1505 1052 1422
15,2646 2342 1887 2774 1086 246 361 989 990 650
16,3677 3692 2646 3022 2054 3116 1560 3067 1887 530
17,1831 1548 1746 2626 732 785 1078 3272 293 2784
18,3022 1543 3013 1505 1638 640 3423 2664 1316 3153
19,883 3409 1279 2732 512 2933 3424 1011 1439 3406
20,3677 883 2774 1315 3022 1615 2327 467 3013 1887
21,3159 1401 1699 1615 1166 1665 791 1919 2038 126
22,1811 3677 2636 452 204 2402 183 2210 1543 36
23,2402 183 2256 1814 3327 1001 1057 2308 3335 1690
24,3013 883 1638 2366 1337 320 3367 584 796 2557
25,3367 1814 3535 1996 2474 3668 621 1296 936 613
26,2564 883 3153 3272 707 463 1186 476 3677 2528
27,3153 1039 3367 3441 476 2757 2128 487 1323 333
28,3022 2297 36 2331 1490 2646 3046 2603 293 2745
29,382 573 93 2291 190 1516 3431 1491 383 1593
30,3371 1096 2331 237 119 1216 1753 3528 2119 3594
31,1543 1505 1858 530 2308 3350 2397 2620 3327 529
32,883 3418 1279 971 3327 1543 2732 1057 1868 802
33,3694 640 2297 208 1490 1746 3046 2222 2331 2175
34,3692 1583 2528 452 3418 512 3528 2745 1887 2817
35,3013 3409 1223 1543 2862 618 3692 2297 28 796
36,1315 2688 1615 1583 3529 3701 1337 184 584 382
37,2528 2281 530 1808 1723 3692 784 2319 1001 3338
38,2757 1956 2468 3528 1490 1617 2050 1527 2366 2190
39,452 1510 2646 1762 1505 2132 2920 2354 1573 427
40,3696 204 2119 1240 3013 3022 472 2281 1504 1070
41,1583 2862 463 971 320 2474 184 2931 1568 1617
42,3022 702 3677 1781 2397 1801 2928 1868 304 394
43,2630 584 2331 3053 3529 3473 2501 1007 1248 283
44,2338 640 208 3409 1490 1583 2397 2175 331 1545
45,169 1831 3694 2297 2603 2757 2331 183 2688 1374
46,2646 1711 452 2636 2603 2630 1545 1086 2222 3656
47,618 2557 1510 2828 3172 3272 160 785 502 153
48,2297 3013 1543 1039 214 382 1011 28 487 476
49,452 1560 1545 476 1057 1583 1956 3298 3187 1543
50,1583 204 2119 2636 2784 2626 59 2603 1808 3048
51,3677 2281 3692 2402 2256 2664 2862 3409 1848 3415
52,3701 2210 2342 2331 1505 99 1510 3298 3435 16
53,1505 2564 28 1543 1279 3272 1548 796 10 779
54,2397 818 2757 1315 2980 1871 3272 3465 1809 1184
55,640 2210 799 1505 618 573 2602 3423 3153 2194
56,2297 1039 3424 707 779 69 1030 2931 160 2568
57,2688 1543 214 3272 2835 2248 3696 398 2194 774
58,2862 1997 1505 28 3272 523 2528 1711 2757 152
59,169 3367 3528 1808 2528 530 2402 1051 922 1398
60,3409 1543 796 1039 2732 3153 1505 498 1593 2470
61,2757 1956 169 398 2541 3049 799 2194 1248 16
62,2541 1401 493 3159 1937 2840 1690 2974 853 3110
63,2297 2784 640 584 2210 2732 2510 2603 1086 2688
64,1968 500 1659 3443 1935 3614 2989 3022 589 332
65,2630 3048 2366 2603 1746 2397 1617 3327 398 543
66,382 1545 2048 3660 2960 2222 3021 2625 2175 2468
67,1997 1011 2515 2774 124 1227 3628 2617 2688 3656
68,472 1937 2502 1337 1300 232 1216 2338 402 1868
69,1330 3349 502 1086 793 3432 3619 2974 2468 3388
70,43 2745 774 2132 3238 3668 818 1913 2186 1850
71,1315 3013 1134 3153 382 2308 1240 1968 2933 452
72,3298 2119 1711 1615 2256 2664 640 2980 3272 1184
73,3692 1808 922 2470 1645 1240 2466 2410 1975 3131
74,2688 1316 1011 3367 401 494 3317 3646 452 1592
75,3022 208 793 1490 1475 1746 293 1211 2186 818
76,2256 2541 1831 3013 237 2528 2338 335 398 208
77,3694 1638 3238 2625 1640 2515 2784 618 1686 1354
78,3694 2908 382 1638 1928 453 1164 1788 1337 584
79,1510 105 331 1044 1913 2480 2194 762 16 1516
80,2366 476 2602 3668 3317 2528 502 650 1011 2784
81,3677 1023 1678 1746 1758 1839 1671 1603 583 3085
82,883 3205 2933 2256 452 3067 1887 3390 2572 2643
83,3694 1583 3022 640 2256 3153 2366 320 631 1211
84,2817 183 3327 2664 2931 1545 3053 2338 293 2768
85,883 472 2862 3153 1560 989 1615 69 2474 382
86,1808 1057 1001 1439 2541 1775 3646 37 12 3142
87,2281 1186 2335 1808 1848 2119 204 1315 2646 2297
88,3409 2327 796 3269 2956 452 2570 1668 2210 2086
89,2281 3701 3298 204 1848 1725 2402 183 784 1583
90,3690 1543 3701 1316 36 2564 487 1382 69 1510
91,883 523 1505 1968 707 2248 2470 2933 236 22
92,1039 3418 640 169 2366 971 1337 2745 1543 3013
93,1583 883 1615 3692 1316 2366 2402 2630 184 2210
94,3022 2474 1858 771 1753 2847 3116 1223 530 2768
95,3694 2603 1096 2745 237 1099 2331 331 1044 3660
96,2281 3022 183 1560 2480 2774 2297 467 2354 1510
97,1811 3677 2297 3022 2636 2980 3529 1039 3327 3298
98,3187 1510 1887 1371 922 1376 3409 3529 3656 3424
99,3694 2757 1811 3529 3048 1374 113 3349 119 1711
100,1315 152 2365 2256 1840 631 1858 1524 184 1848
101,1831 476 1490 3046 2128 2222 1811 293 1809 1316
102,3690 36 3424 707 2474 2402 184 452 3335 1012
103,1583 1039 732 2817 237 2789 1568 1172 1548 543
104,2297 183 43 1614 467 1887 1543 1510 2931 1371
105,2281 1543 3409 1337 3406 3187 1762 2467 2730 810
106,3022 2297 2281 2862 1560 463 1186 1315 2210 2528
107,618 2862 1560 3013 1543 2402 1186 1505 732 3424
108,401 3013 1057 2210 3105 1946 3116 1614 3537 1102
109,2646 2281 36 640 1211 1475 617 1615 802 427
110,3013 1505 2402 1615 3151 3022 2327 530 2528 989
111,640 1030 3597 2402 1746 2222 3046 467 2308 818
112,1560 2564 2960 2617 208 3151 22 1030 1516 1382
113,1583 3694 2980 2646 1831 3053 563 2210 2194 1505
114,2636 3696 517 1058 278 2874 2718 754 172 1449
115,2474 2006 3628 406 529 487 462 2568 1668 1590
116,1831 2210 584 2757 2745 2630 802 3690 1545 3046
117,3022 2646 1548 2980 214 208 2342 3677 2564 971
118,2281 2646 2862 3583 3198 3701 318 2688 3423 2256
119,2054 132 1240 1840 2768 2800 1039 809 966 621
120,1560 2470 1505 1638 3187 463 707 1216 232 1297
121,2297 3022 584 1831 2757 2210 2630 1808 1956 2928
122,3692 2688 2210 584 1560 463 3327 1638 1211 1030
123,2541 1937 3371 791 2781 3544 1111 633 36 463
124,1811 3696 2119 1831 663 3227 59 183 2745 2342
125,1583 3013 1039 2630 382 2745 2664 2470 2342 1858
126,3371 1746 3597 2646 1545 1831 1365 1490 3046 563
127,3022 2281 3692 2774 2210 2603 3529 802 2365 36
128,3700 2335 2646 2757 1746 1337 324 2468 1100 2501
129,2210 1039 2732 2603 1543 2956 2331 2366 2602 3234
130,3694 2757 1490 1831 584 1039 2222 208 3660 2186
131,1316 1315 989 2474 2515 2564 2297 1039 3272 2732
